Product,Description,Barcode,Colour,Size,Brand,Hierachy,UOM,SRP,Trade Price,Vat Code,Vat Rate,Web Friendly Description,Image Filename,Stock Flag,Pack Contents,Division Code,Discontinued Flag,Supersession Code,Unit Price,Country of Origin,Break Qty 1,Break Price 1,Break Qty 2,Break Price 2,Break Qty 3,Break Price 3,Break Qty 4,Break Price 4,Break Qty 5,Break Price 5
WMSB6800,B/BEARING Wmfg 6800 x2,8.36572E+11,silver/blk,6800,Wheels Manufacturing,MWTLAA,Pair,13.99,8.16,NOR,20,Sealed Cartridge Bearing (Pair) 6800,wmsb6001,N,2,WHM,N,,8.16,US,1,8.16,1,0,1,0,1,0,1,0
WMSB6801,B/BEARING Wmfg 6801 x2,8.36572E+11,silver/blk,6801,Wheels Manufacturing,MWTLAA,Pair,13.99,8.16,NOR,20,Sealed Cartridge Bearing (Pair) 6801,wmsb6001,Y,2,WHM,N,,8.16,US,1,8.16,1,0,1,0,1,0,1,0
WMSB6802,B/BEARING Wmfg 6802 x2,8.36572E+11,silver/blk,6802,Wheels Manufacturing,MWTLAA,Pair,16.99,9.91,NOR,20,Sealed Cartridge Bearing (Pair) 6802,wmsb6802,Y,2,WHM,N,,9.91,US,1,9.91,1,0,1,0,1,0,1,0
WMSB6803,B/BEARING Wmfg 6803 x2,8.36572E+11,silver/blk,6803,Wheels Manufacturing,MWTLAA,Pair,19.99,11.66,NOR,20,Sealed Cartridge Bearing (Pair) 6803,wmsb6001,Y,2,WHM,N,,11.66,US,1,11.66,1,0,1,0,1,0,1,0
WMSB6805,B/BEARING Wmfg 6805 x2,8.36572E+11,silver/blk,6805,Wheels Manufacturing,MWTLAA,Pair,29.99,17.5,NOR,20,Sealed Cartridge Bearing (Pair) 6805,wmsb6805,Y,2,WHM,N,,17.5,US,1,17.5,1,0,1,0,1,0,1,0
WMSB6806,B/BEARING Wmfg 6806 x2,8.36572E+11,silver/blk,6806,Wheels Manufacturing,MWTLAA,Pair,29.99,17.5,NOR,20,Sealed Cartridge Bearing (Pair) 6806,wmsb6806,Y,2,WHM,N,,17.5,US,1,17.5,1,0,1,0,1,0,1,0
WMSB6806-29,B/BEARING Sram DUB Bearing,8.11079E+11,silver,one size,Wheels Manufacturing,FPTRAA,Box of 2,33.99,19.84,NOR,20,6806/29 (DUB) ABEC-3 Sealed Bearing,wmsb6806-29,Y,1,WHM,N,,19.84,US,1,19.84,1,0,1,0,1,0,1,0
WMSB6901,B/BEARING Wmfg 6901 x2,8.36572E+11,silver/blk,6901,Wheels Manufacturing,MWTLAA,Pair,19.99,11.66,NOR,20,Sealed Cartridge Bearing (Pair) 6901,wmsb6901,Y,2,WHM,N,,11.66,US,1,11.66,1,0,1,0,1,0,1,0
WMSB6902,B/BEARING Wmfg 6902 x2,8.36572E+11,silver/blk,6902,Wheels Manufacturing,MWTLAA,Pair,20.99,12.25,NOR,20,Sealed Cartridge Bearing (Pair) 6902,wmsb6902,Y,2,WHM,N,,12.25,US,1,12.25,1,0,1,0,1,0,1,0
WMSB6903,B/BEARING Wmfg 6903 x2,8.36572E+11,silver/blk,6903,Wheels Manufacturing,MWTLAA,Pair,20.99,12.25,NOR,20,Sealed Cartridge Bearing (Pair) 6903,wmsb6903,Y,2,WHM,N,,12.25,US,1,12.25,1,0,1,0,1,0,1,0
WMSB6904,B/BEARING Wmfg 6904 x2,8.36572E+11,silver/blk,6904,Wheels Manufacturing,MWTLAA,Pair,19.99,11.66,NOR,20,Sealed Cartridge Bearing (Pair) 6904,wmsb6001,Y,2,WHM,N,,11.66,US,1,11.66,1,0,1,0,1,0,1,0
WMSBR12,B/BEARING Wmfg R12 x2,8.36572E+11,silver/blk,R12,Wheels Manufacturing,MWTLAA,Pair,29.99,17.49,NOR,20,Sealed Cartridge Bearing (Pair) R12,wmsb6001,Y,2,WHM,N,,17.49,US,1,17.49,1,0,1,0,1,0,1,0
WMSBR6,B/BEARING Wmfg R6 x2,8.36572E+11,silver/blk,R6,Wheels Manufacturing,MWTLAA,Pair,14.99,8.74,NOR,20,Sealed Cartridge Bearing (Pair) R6,wmsb6001,Y,2,WHM,N,,8.74,US,1,8.74,1,0,1,0,1,0,1,0
WMSBR8,B/BEARING Wmfg R8 x2,8.36572E+11,silver/blk,R8,Wheels Manufacturing,MWTLAA,Pair,16.99,9.91,NOR,20,Sealed Cartridge Bearing (Pair) R8,wmsb6001,Y,2,WHM,N,,9.91,US,1,9.91,1,0,1,0,1,0,1,0
WMSFLS-20,SPRE WMfg linkage Standoff 20mm,8.36572E+11,red,20mm,Wheels Manufacturing,FWTOAU,Each,10.99,6.4,NOR,20,Replacement Frame linkage standoff - 20mm for the WMFG large bearing press,wmsfls,Y,1,WHM,Y,,6.4,US,1,6.4,1,0,1,0,1,0,1,0
WMSFLS-30,SPRE WMfg linkage Standoff 30mm,8.36572E+11,red,30mm,Wheels Manufacturing,FWTOAU,Each,10.99,6.4,NOR,20,Replacement Frame linkage standoff - 30mm for the WMFG large bearing press,wmsfls,Y,1,WHM,N,,6.4,US,1,6.4,1,0,1,0,1,0,1,0
WMSHIMSPC,SPRE 24mm BB Spacer Kit,8.11079E+11,black,one size,Wheels Manufacturing,MWMWAE,Each,22.99,13.42,NOR,20,24mm Bottom Bracket Spacer Pack,wmshim24mmbbspace,Y,1,WHM,N,,13.42,US,1,13.42,1,0,1,0,1,0,1,0
WMSHK1,H/SPCR WMfg StackRight Spacer Kit Red,8.11079E+11,red,one size,Wheels Manufacturing,FPFIAD,Pack of 7,29.99,16.25,NOR,20,StackRight Headset Spacer Kit - Red,wmshk1,Y,1,WHM,N,,16.25,US,1,16.25,1,0,1,0,1,0,1,0
WMSHK3,H/SPCR WMfg StackRight Spacer Kit Orange,8.11079E+11,orange,one size,Wheels Manufacturing,FPFIAD,Pack of 7,29.99,16.25,NOR,20,StackRight Headset Spacer Kit - Orange,wmshk3,Y,1,WHM,N,,16.25,US,1,16.25,1,0,1,0,1,0,1,0
WMSHK5,H/SPCR WMfg StackRight Spacer Kit Teal,8.11079E+11,teal,one size,Wheels Manufacturing,FPFIAD,Pack of 7,29.99,16.25,NOR,20,StackRight Headset Spacer Kit - Teal,wmshk5,Y,1,WHM,N,,16.25,US,1,16.25,1,0,1,0,1,0,1,0
WMSHK7,H/SPCR WMfg StackRight Spacer Kit Purple,8.11079E+11,purple,one size,Wheels Manufacturing,FPFIAD,Pack of 7,29.99,16.25,NOR,20,StackRight Headset Spacer Kit - Purple,wmshk7,Y,1,WHM,N,,16.25,US,1,16.25,1,0,1,0,1,0,1,0
WMSHK9,H/SPCR WMfg StackRight Spacer Kit Green,8.11079E+11,green,one size,Wheels Manufacturing,FPFIAD,Pack of 7,29.99,16.25,NOR,20,StackRight Headset Spacer Kit - Green,wmshk9,Y,1,WHM,N,,16.25,US,1,16.25,1,0,1,0,1,0,1,0
WMSLEEVE39,TOOL WMfg 39mm Sleeve for BB Bearing Ext,8.11079E+11,red,39mm,Wheels Manufacturing,FWTOAE,Each,24.99,14.57,NOR,20,39mm Sleeve for BB Bearing Extractor Cup,wmsleeve39,Y,1,WHM,N,,14.57,US,1,14.57,1,0,1,0,1,0,1,0
WMSLEEVE42,TOOL WMfg 42mm Sleeve for BB Bearing Ext,8.11079E+11,red,42mm,Wheels Manufacturing,FWTOAE,Each,24.99,14.57,NOR,20,42mm Sleeve for BB Bearing Extractor Cup,wmsleeve42,Y,1,WHM,N,,14.57,US,1,14.57,1,0,1,0,1,0,1,0
WMSLEEVE44,TOOL WMfg 44mm Sleeve for BB Bearing Ext,8.11079E+11,red,44mm,Wheels Manufacturing,FWTOAE,Each,24.99,14.57,NOR,20,44mm Sleeve for BB Bearing Extractor Cup,WMSLEEVE44,Y,1,WHM,N,,14.57,US,1,14.57,1,0,1,0,1,0,1,0
WMSOLOXD161,SPRE WMfg Solo XD 16t Cog Black,8.10125E+11,black,16T,Wheels Manufacturing,MPTRAL,Each,59.99,35,NOR,20,"Solo-XD 16┬áTooth Cog, 7075 aluminum, Black",wmsoloxd161,Y,1,WHM,N,,35,US,1,35,1,0,1,0,1,0,1,0
WMSOLOXD162,SPRE WMfg Solo XD 16t Cog Red,8.10125E+11,red,16T,Wheels Manufacturing,MPTRAL,Each,59.99,35,NOR,20,"Solo-XD 16┬áTooth Cog, 7075 aluminum, Red",wmsoloxd162,Y,1,WHM,N,,35,US,1,35,1,0,1,0,1,0,1,0
WMSOLOXD163,SPRE WMfg Solo XD 16t Cog Ora,8.10125E+11,orange,16T,Wheels Manufacturing,MPTRAL,Each,59.99,35,NOR,20,"Solo-XD 16┬áTooth Cog, 7075 aluminum, Orange",wmsoloxd163,Y,1,WHM,N,,35,US,1,35,1,0,1,0,1,0,1,0
WMSOLOXD165,SPRE WMfg Solo XD 16t Cog Teal,8.10125E+11,teal,16T,Wheels Manufacturing,MPTRAL,Each,59.99,35,NOR,20,"Solo-XD 16┬áTooth Cog, 7075 aluminum, Teal",wmsoloxd165,Y,1,WHM,N,,35,US,1,35,1,0,1,0,1,0,1,0
WMSOLOXD166,SPRE WMfg Solo XD 16t Cog Blue,8.10125E+11,blue,16T,Wheels Manufacturing,MPTRAL,Each,59.99,35,NOR,20,"Solo-XD 16┬áTooth Cog, 7075 aluminum, Blue",wmsoloxd166,Y,1,WHM,N,,35,US,1,35,1,0,1,0,1,0,1,0
WMSOLOXD167,SPRE WMfg Solo XD 16t Cog Pur,8.10125E+11,purple,16T,Wheels Manufacturing,MPTRAL,Each,59.99,35,NOR,20,"Solo-XD 16┬áTooth Cog, 7075 aluminum, Purple",wmsoloxd167,N,1,WHM,N,,35,US,1,35,1,0,1,0,1,0,1,0
WMSOLOXD168,SPRE WMfg Solo XD 16t Cog Grn,8.10125E+11,green,16T,Wheels Manufacturing,MPTRAL,Each,59.99,35,NOR,20,"Solo-XD 16┬áTooth Cog, 7075 aluminum, Green",wmsoloxd168,Y,1,WHM,N,,35,US,1,35,1,0,1,0,1,0,1,0
WMSOLOXD181,SPRE WMfg Solo XD 18t Cog Black,8.10125E+11,black,18T,Wheels Manufacturing,MPTRAL,Each,59.99,35,NOR,20,"Solo-XD 18┬áTooth Cog, 7075 aluminum, Black",wmsoloxd181,Y,1,WHM,N,,35,US,1,35,1,0,1,0,1,0,1,0
WMSOLOXD182,SPRE WMfg Solo XD 18t Cog Red,8.10125E+11,red,18T,Wheels Manufacturing,MPTRAL,Each,59.99,35,NOR,20,"Solo-XD 18┬áTooth Cog, 7075 aluminum, Red",wmsoloxd182,Y,1,WHM,N,,35,US,1,35,1,0,1,0,1,0,1,0
WMSOLOXD183,SPRE WMfg Solo XD 18t Cog Ora,8.10125E+11,orange,18T,Wheels Manufacturing,MPTRAL,Each,59.99,35,NOR,20,"Solo-XD 18┬áTooth Cog, 7075 aluminum, Orange",wmsoloxd183,Y,1,WHM,N,,35,US,1,35,1,0,1,0,1,0,1,0
WMSOLOXD185,SPRE WMfg Solo XD 18t Cog Teal,8.10125E+11,teal,18T,Wheels Manufacturing,MPTRAL,Each,59.99,35,NOR,20,"Solo-XD 18┬áTooth Cog, 7075 aluminum, Teal",wmsoloxd165,Y,1,WHM,N,,35,US,1,35,1,0,1,0,1,0,1,0
WMSOLOXD186,SPRE WMfg Solo XD 18t Cog Blue,8.10125E+11,blue,18T,Wheels Manufacturing,MPTRAL,Each,59.99,35,NOR,20,"Solo-XD 18┬áTooth Cog, 7075 aluminum, Blue",wmsoloxd186,N,1,WHM,N,,35,US,1,35,1,0,1,0,1,0,1,0
WMSOLOXD187,SPRE WMfg Solo XD 18t Cog Pur,8.10125E+11,purple,18T,Wheels Manufacturing,MPTRAL,Each,59.99,35,NOR,20,"Solo-XD 18┬áTooth Cog, 7075 aluminum, Purple",wmsoloxd187,Y,1,WHM,N,,35,US,1,35,1,0,1,0,1,0,1,0
WMSOLOXD188,SPRE WMfg Solo XD 18t Cog Grn,8.10125E+11,green,18T,Wheels Manufacturing,MPTRAL,Each,59.99,35,NOR,20,"Solo-XD 18┬áTooth Cog, 7075 aluminum, Green",wmsoloxd188,Y,1,WHM,N,,35,US,1,35,1,0,1,0,1,0,1,0
WMSOLOXD201,SPRE WMfg Solo XD 20t Cog Black,8.10125E+11,black,20T,Wheels Manufacturing,MPTRAL,Each,59.99,35,NOR,20,"Solo-XD 20┬áTooth Cog, 7075 aluminum, Black",wmsoloxd201,Y,1,WHM,N,,35,US,1,35,1,0,1,0,1,0,1,0
WMSOLOXD202,SPRE WMfg Solo XD 20t Cog Red,8.10125E+11,red,20T,Wheels Manufacturing,MPTRAL,Each,59.99,35,NOR,20,"Solo-XD 20┬áTooth Cog, 7075 aluminum, Red",wmsoloxd202,Y,1,WHM,N,,35,US,1,35,1,0,1,0,1,0,1,0
WMSOLOXD203,SPRE WMfg Solo XD 20t Cog Ora,8.10125E+11,orange,20T,Wheels Manufacturing,MPTRAL,Each,59.99,35,NOR,20,"Solo-XD 20┬áTooth Cog, 7075 aluminum, Orange",wmsoloxd203,Y,1,WHM,N,,35,US,1,35,1,0,1,0,1,0,1,0
WMSOLOXD205,SPRE WMfg Solo XD 20t Cog Teal,8.10125E+11,teal,20T,Wheels Manufacturing,MPTRAL,Each,59.99,35,NOR,20,"Solo-XD 20┬áTooth Cog, 7075 aluminum, Teal",wmsoloxd165,Y,1,WHM,N,,35,US,1,35,1,0,1,0,1,0,1,0
WMSOLOXD206,SPRE WMfg Solo XD 20t Cog Blue,8.10125E+11,blue,20T,Wheels Manufacturing,MPTRAL,Each,59.99,35,NOR,20,"Solo-XD 20┬áTooth Cog, 7075 aluminum, Blue",wmsoloxd206,N,1,WHM,N,,35,US,1,35,1,0,1,0,1,0,1,0
WMSOLOXD207,SPRE WMfg Solo XD 20t Cog Pur,8.10125E+11,purple,20T,Wheels Manufacturing,MPTRAL,Each,59.99,35,NOR,20,"Solo-XD 20┬áTooth Cog, 7075 aluminum, Purple",wmsoloxd207,Y,1,WHM,N,,35,US,1,35,1,0,1,0,1,0,1,0
WMSOLOXD208,SPRE WMfg Solo XD 20t Cog Grn,8.10125E+11,green,20T,Wheels Manufacturing,MPTRAL,Each,59.99,35,NOR,20,"Solo-XD 20┬áTooth Cog, 7075 aluminum, Green",wmsoloxd208,N,1,WHM,N,,35,US,1,35,1,0,1,0,1,0,1,0
WMSOLOXDKIT1,SPRE WMfg Solo XD Convo Kit Black,8.10125E+11,black,one size,Wheels Manufacturing,MPTRAL,Each,149.99,87.5,NOR,20,"Solo-XD - 18T Single Speed Conversion Kit for XD/XDR Hubs, Black",wmsoloxdkit1,Y,1,WHM,N,,87.5,US,1,87.5,1,0,1,0,1,0,1,0
WMSOLOXDKIT2,SPRE WMfg Solo XD Convo Kit Red,8.10125E+11,red,one size,Wheels Manufacturing,MPTRAL,Each,149.99,87.5,NOR,20,"Solo-XD - 18T Single Speed Conversion Kit for XD/XDR Hubs, Red",wmsoloxdkit2,Y,1,WHM,N,,87.5,US,1,87.5,1,0,1,0,1,0,1,0
WMSRAMSPC,SPRE 24/22 Sram GXP Spacer Kit,8.11079E+11,black,22/24mm,Wheels Manufacturing,MWMWAE,Each,22.99,13.42,NOR,20,24/22mm SRAM GXP Bottom Bracket Spacer Pack,wmsramgxpbbspace,Y,1,WHM,N,,13.42,US,1,13.42,1,0,1,0,1,0,1,0
WMSSS-15-25,SPRE WMfg Speed Spacer 15mm Axle,8.36572E+11,red,15mm,Wheels Manufacturing,FWTOAU,Each,10.99,6.4,NOR,20,Spacer For Use With 15mm Axles For The WMFG Over Axle Kit,wmsss-15-25-2,N,1,WHM,N,,6.4,US,1,6.4,1,0,1,0,1,0,1,0
WMSSS-17-25,SPRE WMfg Speed Spacer 17mm Axle,8.36572E+11,red,one size,Wheels Manufacturing,FWTOAU,Each,10.99,6.4,NOR,20,Spacer For Use With 17mm Axles For The WMFG Over Axle Kit,wmsss-17-25,Y,1,WHM,N,,6.4,US,1,6.4,1,0,1,0,1,0,1,0
WMSSS-30,SPRE WMfg Speed Spacer 30mm,8.36572E+11,red,30mm,Wheels Manufacturing,FWTOAU,Each,10.99,6.4,NOR,20,Replacement Speed spacer 30mm for the WMFG large bearing press,wmsss-30,Y,1,WHM,N,,6.4,US,1,6.4,1,0,1,0,1,0,1,0
WMT4730AC,BBRKT WMfg T47 Inboard 30 AC,8.11079E+11,black,30mm,Wheels Manufacturing,FPTRAA,Each,139.99,81.65,NOR,20,T47 Inboard Angular Contact Bearings For 30mm Cranks,wmt4730ac,Y,1,WHM,N,,81.65,US,1,81.65,1,0,1,0,1,0,1,0
WMT4730ACBLUE,BBRKT WMfg T47 Inboard 30 AC Blue,8.10125E+11,blue,30mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47 Inboard Angular Contact Bearings For 30mm Cranks - Blue,wmt4730acblue,Y,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT4730ACGRN,BBRKT WMfg T47 Inboard 30 AC Green,8.10125E+11,green,30mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47 Inboard Angular Contact Bearings For 30mm Cranks - Green,wmt4730acgrn,N,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT4730ACORA,BBRKT WMfg T47 Inboard 30 AC Orange,8.10125E+11,orange,30mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47 Inboard Angular Contact Bearings For 30mm Cranks - Orange,wmt4730acora,N,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT4730ACPINK,BBRKT WMfg T47 Inboard 30 AC Pink,8.10125E+11,pink,30mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47 Inboard Angular Contact Bearings For 30mm Cranks - Pink,wmt4730acpink,Y,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT4730ACPUR,BBRKT WMfg T47 Inboard 30 AC Purple,8.10125E+11,purple,30mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47 Inboard Angular Contact Bearings For 30mm Cranks - Purple,wmt4730acpur,N,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT4730ACRED,BBRKT WMfg T47 Inboard 30 AC Red,8.10125E+11,red,30mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47 Inboard Angular Contact Bearings For 30mm Cranks - Red,wmt4730acred,N,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT4730ACTEAL,BBRKT WMfg T47 Inboard 30 AC Teal,8.10125E+11,teal,30mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47 Inboard Angular Contact Bearings For 30mm Cranks - Teal,wmt4730acteal,N,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT47A30,BBRKT WMfg T47A Outboard ABEC 30,8.11079E+11,black,30mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47A Outboard ABEC-3 Bearings For 30mm Cranks,wmt47a30,Y,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT47ADUB,BBRKT WMfg T47A Outboard ABEC 29,8.11079E+11,black,29mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47A Outboard ABEC-3 Bearings For 29mm Cranks (SRAM DUB),wmt47adub,Y,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT47ASHIM,BBRKT WMfg T47A Outboard ABEC 24,8.11079E+11,black,24mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47A Outboard ABEC-3 Bearings For 24mm Cranks,wmt47ashim,Y,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT47ASRAM,BBRKT WMfg T47A Outboard ABEC 24/22,8.10125E+11,black,22/24mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47A Outboard ABEC-3 Bearings For 24/22mm Cranks,wmt47asram,Y,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT47BB29OR,BBRKT WMfg T47 Inboard DUB Orange,8.11079E+11,orange,29mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47 Inboard ABEC-3 Bearing For 29mm Cranks (SRAM DUB) - Orange,wmt47bb29or,Y,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT47BB29TL,BBRKT WMfg T47 Inboard DUB Teal,8.11079E+11,teal,29mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47 Inboard ABEC-3 Bearing For 29mm Cranks (SRAM DUB) - Teal,wmt47bb29tl,Y,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT47OUT30AC,BBRKT WMfg T47 Outboard 30 AC,8.11079E+11,black,30mm,Wheels Manufacturing,FPTRAA,Each,139.99,81.65,NOR,20,T47 Outboard Angular Contact Bearings For 30mm Cranks,wmt47out30ac,Y,1,WHM,N,,81.65,US,1,81.65,1,0,1,0,1,0,1,0
WMT47OUT30ACBLUE,BBRKT WMfg T47 Outboard 30 AC Blue,8.10125E+11,blue,30mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47 Outboard Angular Contact Bearings For 30mm Cranks - Blue,wmt47out30acblue,Y,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT47OUT30ACGRN,BBRKT WMfg T47 Outboard 30 AC Green,8.10125E+11,green,30mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47 Outboard Angular Contact Bearings For 30mm Cranks - Green,wmt47out30acgrn,N,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT47OUT30ACORA,BBRKT WMfg T47 Outboard 30 AC Orange,8.10125E+11,orange,30mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47 Outboard Angular Contact Bearings For 30mm Cranks - Orange,wmt47out30acora,Y,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT47OUT30ACPINK,BBRKT WMfg T47 Outboard 30 AC Pink,8.10125E+11,pink,30mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47 Outboard Angular Contact Bearings For 30mm Cranks - Pink,wmt47out30acpink,N,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT47OUT30ACPUR,BBRKT WMfg T47 Outboard 30 AC Purple,8.10125E+11,purple,30mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47 Outboard Angular Contact Bearings For 30mm Cranks - Purple,wmt47out30acpur,N,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT47OUT30ACRED,BBRKT WMfg T47 Outboard 30 AC Red,8.10125E+11,red,30mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47 Outboard Angular Contact Bearings For 30mm Cranks - Red,wmt47out30acred,Y,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT47OUT30ACTEAL,BBRKT WMfg T47 Outboard 30 AC Teal,8.10125E+11,teal,30mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47 Outboard Angular Contact Bearings For 30mm Cranks - Teal,wmt47out30acteal,Y,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT47OUTBB29GN,BBRKT WMfg T47 Outboard DUB Green,8.11079E+11,green,29mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47 Outboard ABEC-3 Bearings For 29mm (SRAM DUB) - Green,wmt47outbb29gn,Y,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT47OUTBB29RD,BBRKT WMfg T47 Outboard DUB Red,8.11079E+11,red,29mm,Wheels Manufacturing,FPTRAA,Each,129.99,75.85,NOR,20,T47 Outboard ABEC-3 Bearings For 29mm (SRAM DUB) - Red,wmt47outbb29rd,Y,1,WHM,N,,75.85,US,1,75.85,1,0,1,0,1,0,1,0
WMT47OUTSHIMAC,BBRKT WMfg T47 Outboard 24 AC,8.11079E+11,black,24mm,Wheels Manufacturing,FPTRAA,Each,139.99,81.65,NOR,20,T47 Outboard Angular Contact Bearings For 24mm Cranks,wmt47outshimac,Y,1,WHM,N,,81.65,US,1,81.65,1,0,1,0,1,0,1,0
WMT47OUTSRAMAC,BBRKT WMfg T47 Outboard 24/22 AC,8.11079E+11,black,22/24mm,Wheels Manufacturing,FPTRAA,Each,139.99,81.65,NOR,20,T47 Outboard Angular Contact Bearings For 24/22mm Cranks,wmt47outsramac,Y,1,WHM,N,,81.65,US,1,81.65,1,0,1,0,1,0,1,0
WMT47SHIMAC,BBRKT WMfg T47 Inboard 24 AC,8.11079E+11,black,24mm,Wheels Manufacturing,FPTRAA,Each,139.99,81.65,NOR,20,T47 Inboard Angular Contact Bearings For 24mm Cranks,wmt47shimac,Y,1,WHM,N,,81.65,US,1,81.65,1,0,1,0,1,0,1,0
WMT47SRAMAC,BBRKT WMfg T47 Inboard 24/22 AC,8.11079E+11,black,22/24mm,Wheels Manufacturing,FPTRAA,Each,139.99,81.65,NOR,20,T47 Inboard Angular Contact Bearings For 24/22mm Cranks,wmt47sramac,Y,1,WHM,N,,81.65,US,1,81.65,1,0,1,0,1,0,1,0
WMTAC1,SPRE WMfg Thru-axle Cap Red,8.11079E+11,red,one size,Wheels Manufacturing,FPWHAB,Pair,11.99,5.99,NOR,20,Red Thru-axle┬áCaps,wmtac1,N,1,WHM,N,,5.99,US,1,5.99,1,0,1,0,1,0,1,0
WMTAC3,SPRE WMfg Thru-axle Cap Orange,8.11079E+11,orange,one size,Wheels Manufacturing,FPWHAB,Pair,11.99,5.99,NOR,20,Orange Thru-axle┬áCaps,wmtac3,Y,1,WHM,N,,5.99,US,1,5.99,1,0,1,0,1,0,1,0
WMTAC4,SPRE WMfg Thru-axle Cap Pink,8.11079E+11,pink,one size,Wheels Manufacturing,FPWHAB,Pair,11.99,5.99,NOR,20,Pink Thru-axle┬áCaps,wmtac4,Y,1,WHM,N,,5.99,US,1,5.99,1,0,1,0,1,0,1,0
WMTAC5,SPRE WMfg Thru-axle Cap Teal,8.11079E+11,teal,one size,Wheels Manufacturing,FPWHAB,Pair,11.99,5.99,NOR,20,Teal Thru-axle┬áCaps,wmtac5,Y,1,WHM,N,,5.99,US,1,5.99,1,0,1,0,1,0,1,0
WMTAC6,SPRE WMfg Thru-axle Cap Blue,811079028693b,blue,one size,Wheels Manufacturing,FPWHAB,Pair,11.99,5.99,NOR,20,Blue Thru-axle┬áCaps,wmtac6,N,1,WHM,N,,5.99,US,1,5.99,1,0,1,0,1,0,1,0
WMTAC7,SPRE WMfg Thru-axle Cap Purple,8.11079E+11,purple,one size,Wheels Manufacturing,FPWHAB,Pair,11.99,5.99,NOR,20,Purple Thru-axle┬áCaps,wmtac7,Y,1,WHM,N,,5.99,US,1,5.99,1,0,1,0,1,0,1,0
WMTAC9,SPRE WMfg Thru-axle Cap Green,8.11079E+11,green,one size,Wheels Manufacturing,FPWHAB,Pair,11.99,5.99,NOR,20,Green Thru-axle┬áCaps,wmtac9,Y,1,WHM,N,,5.99,US,1,5.99,1,0,1,0,1,0,1,0
WMTAF12118,"AXLE WMfg Thru-axle 118mm, M12x1.5x12",8.11079E+11,black,12mm x 1.5mm,Wheels Manufacturing,FPWHAB,Each,39.99,21.65,NOR,20,"Front 12mm Thru-axle - 118mm, M12 x 1.5mm x 12mm",wmtaf12118,N,1,WHM,N,,21.65,US,1,21.65,1,0,1,0,1,0,1,0
